路线编号,所在行政区划代码,路线名称,路段起止名称_起点名称,路段起止名称_止点名称,路段起止桩号_起点桩号,路段起止桩号_止点桩号,里程（公里）,路段基本属性_技术等级_代码,路段基本属性_技术等级_等级,路段基本属性_是否一幅高速,路段基本属性_车道数量(个),路段基本属性_面层类型_代码,路段基本属性_面层类型_类型,路段基本属性_路基宽度(米),路段基本属性_路面宽度(米),路段基本属性_面层厚度(厘米),路段基本属性_设计时速,路段基本属性_抗震等级,路段基本属性_防洪标准,修建改建_修建年度,修建改建_改建年度,最近一次修复养护年度,断链类型,是否城管路段,是否断头路段,收费路段性质,被重复主线_路线编号,被重复主线_起点桩号,被重复主线_终点桩号,被重复主线_是否长链,养护管理情况（公里）_养护里程,养护管理情况（公里）_可绿化里程,养护管理情况（公里）_已绿化里程,地貌,涵洞数量（个）,管养单位名称,省际出入口,国道调整前路线编号,是否按干线公路管理接养,备注
G333,231083,三合—莫力达瓦旗,宁安/海林界,新旧路分界,315.262,325.959,10.697,12,二级,否,2.0,11,沥青混凝土,8.5,7.0,20,40,<0.05或6度以下,50.0,2012.0,2021.0,,0,否,否,非收费,,,,,10.697,8.7,2.604,微丘,18,黑龙江省国道东部工程项目管理有限公司, ,Z001231083,是,
G333,231083,三合—莫力达瓦旗,新旧路分界,梨树沟,325.959,333.602,7.643,13,三级,否,2.0,12,水泥混凝土,7.0,6.0,20,30,<0.05或6度以下,25.0,1958.0,2007.0,,0,否,否,非收费,,,,,7.643,6.5,2.685,微丘,14,农垦牡局海林公路站, ,Y401231083,否,
G333,231083,三合—莫力达瓦旗,梨树沟,长汀镇政府,333.602,334.352,0.75,11,一级,否,4.0,11,沥青混凝土,20.0,18.0,12,60,0.05或6度,100.0,1964.0,2015.0,,0,否,否,还贷,,,,,0.75,0.75,0.75,微丘,1,海林市公路养护事业发展中心, ,X082,是,
G333,231083,三合—莫力达瓦旗,长汀镇政府,第四中学,334.352,335.826,1.474,14,四级,否,2.0,12,水泥混凝土,7.5,6.0,22,20,<0.05或6度以下,25.0,1965.0,2008.0,,0,否,否,非收费,,,,,1.474,1.474,1.15,山岭,3,海林市公路养护事业发展中心, ,C891231083,否,
G333,231083,三合—莫力达瓦旗,第四中学,王府酒楼,335.826,338.489,2.663,14,四级,否,1.0,12,水泥混凝土,6.0,3.5,22,20,<0.05或6度以下,25.0,1965.0,2013.0,,0,否,否,非收费,,,,,2.663,2.663,2.077,山岭,0,海林市公路养护事业发展中心, ,C891231083,否,
G333,231083,三合—莫力达瓦旗,王府酒楼,森铁客运站,338.489,339.214,0.725,13,三级,否,2.0,12,水泥混凝土,7.5,6.0,20,30,0.05或6度,25.0,1965.0,2008.0,,0,否,否,非收费,,,,,0.725,0.725,0.725,山岭,0,海林市公路养护事业发展中心, ,Y552231083,否,
G333,231083,三合—莫力达瓦旗,森铁客运站,发河,339.214,351.771,12.557,12,二级,否,2.0,11,沥青混凝土,12.0,10.5,11,80,<0.05或6度以下,50.0,1965.0,2017.0,,0,否,否,非收费,,,,,12.557,12.557,12.557,山岭,27,大海林林业局有限公司, ,Y552231083,是,
G333,231083,三合—莫力达瓦旗,发河,柳河林场,351.771,398.679,46.908,12,二级,否,2.0,11,沥青混凝土,12.0,10.5,11,80,<0.05或6度以下,50.0,1965.0,2017.0,,0,否,否,非收费,,,,,46.908,46.908,46.908,山岭,104,大海林林业局有限公司, ,近年新建,是,
G333,231083,三合—莫力达瓦旗,柳河林场,柳河出口,398.679,399.977,1.298,12,二级,否,2.0,11,沥青混凝土,12.0,10.5,11,80,<0.05或6度以下,50.0,1965.0,2017.0,,0,否,否,非收费,,,,,1.298,1.298,1.298,山岭,1,大海林林业局有限公司, ,近年新建,是,
G333,231083,三合—莫力达瓦旗,柳河出口,雪乡岔道,399.977,433.677,33.7,12,二级,否,2.0,11,沥青混凝土,10.0,8.5,11,60,<0.05或6度以下,50.0,1965.0,2017.0,,0,否,否,非收费,,,,,33.7,33.7,33.7,山岭,75,大海林林业局有限公司, ,Y552231083,是,
G333,231083,三合—莫力达瓦旗,雪乡岔道,大海林林业局/东部地区,433.677,435.0,1.323,12,二级,否,2.0,11,沥青混凝土,10.0,8.5,11,60,<0.05或6度以下,50.0,2017.0,,,0,否,否,非收费,,,,,1.323,1.323,1.323,山岭,4,大海林林业局有限公司, ,近年新建,是,
G333,231083,三合—莫力达瓦旗,大海林林业局/东部地区,亚雪公路,435.0,440.879,5.879,12,二级,否,2.0,11,沥青混凝土,10.0,8.5,11,60,<0.05或6度以下,50.0,2017.0,2021.0,,0,否,否,非收费,,,,,5.879,5.879,5.879,山岭,12,黑龙江省国道东部工程项目管理有限公司, ,近年新建,是,
G333,231083,三合—莫力达瓦旗,亚雪公路,五常界/海林界,440.879,452.676,11.797,13,三级,否,2.0,11,沥青混凝土,9.5,7.5,12,80,0.05或6度,25.0,2011.0,2021.0,,0,否,否,非收费,,,,,11.797,11.797,11.797,山岭,33,黑龙江省国道东部工程项目管理有限公司, ,Y556231083,是,
G333,230184,三合—莫力达瓦旗,五常界/海林界,海林界/五常界,452.676,456.91,4.234,13,三级,否,2.0,11,沥青混凝土,9.5,7.5,12,80,0.05或6度,25.0,2011.0,2021.0,,0,否,否,非收费,,,,,4.234,4.234,4.234,山岭,12,黑龙江省国道西部工程项目管理有限公司, ,Y556230184,是,
G333,231083,三合—莫力达瓦旗,海林界/五常界,K32,456.91,482.162,25.252,13,三级,否,2.0,11,沥青混凝土,9.5,7.5,12,80,0.05或6度,25.0,2011.0,2021.0,,0,否,否,非收费,,,,,25.252,25.252,25.252,山岭,46,黑龙江省国道东部工程项目管理有限公司, ,Y556231083,是,
G333,231083,三合—莫力达瓦旗,K32,K38,482.162,488.164,6.002,13,三级,否,2.0,11,沥青混凝土,9.5,7.5,12,80,0.05或6度,25.0,2011.0,2021.0,,0,否,否,非收费,,,,,6.002,6.002,6.002,山岭,21,黑龙江省国道东部工程项目管理有限公司, ,Y556231083,是,
G333,231083,三合—莫力达瓦旗,K38,海林界/尚志界,488.164,499.669,11.505,13,三级,否,2.0,11,沥青混凝土,9.5,7.5,12,80,0.05或6度,25.0,2011.0,2021.0,,0,否,否,非收费,,,,,11.505,11.505,11.505,山岭,6,黑龙江省国道东部工程项目管理有限公司, ,Y556231083,是,
G333,230183,三合—莫力达瓦旗,海林界/尚志界,K5+448,499.669,514.957,15.288,13,三级,否,2.0,11,沥青混凝土,9.5,7.5,12,80,0.05或6度,25.0,2011.0,2021.0,,0,否,否,非收费,,,,,15.288,15.288,15.288,山岭,2,黑龙江省国道西部工程项目管理有限公司, ,Y556230183,是,
G333,230183,三合—莫力达瓦旗,K5+448,K6+699,514.957,516.108,1.151,13,三级,否,2.0,11,沥青混凝土,9.5,7.5,12,80,0.05或6度,25.0,2011.0,2015.0,,0,否,否,非收费,,,,,1.151,1.151,0.898,山岭,0,尚志市公路事业发展中心, ,Y556230183,是,
G333,230183,三合—莫力达瓦旗,K6+699,大青山村,516.108,520.408,4.3,13,三级,否,2.0,11,沥青混凝土,7.5,6.0,12,40,0.05或6度,25.0,2011.0,,,0,否,否,非收费,,,,,4.3,4.3,3.354,山岭,0,尚志市公路事业发展中心, ,Y556230183,否,
G333,230183,三合—莫力达瓦旗,大青山村,尚志宝青木材检查站,520.408,529.078,8.67,12,二级,否,4.0,11,沥青混凝土,18.5,14.0,12,60,0.05或6度,50.0,2007.0,2021.0,,0,否,否,非收费,,,,,8.67,8.67,7.088,山岭,24,黑龙江省国道西部工程项目管理有限公司, ,S223,是,
G333,230183,三合—莫力达瓦旗,尚志宝青木材检查站,亚布力果光村,529.078,536.205,7.127,12,二级,否,4.0,11,沥青混凝土,18.5,14.0,12,60,0.05或6度,50.0,2007.0,2021.0,,0,否,否,非收费,,,,,7.127,7.127,5.827,山岭,17,黑龙江省国道西部工程项目管理有限公司, ,S223,是,
G333,230183,三合—莫力达瓦旗,亚布力果光村,哈亚公路,536.205,538.435,2.23,13,三级,否,2.0,11,沥青混凝土,12.0,9.0,12,60,0.05或6度,25.0,1995.0,,,0,否,否,非收费,,,,,2.23,2.197,1.784,山岭,7,尚志市公路事业发展中心, ,S223,是,
G333,230183,三合—莫力达瓦旗,哈亚公路,K539+150,538.435,539.15,0.715,13,三级,否,2.0,11,沥青混凝土,12.0,9.0,12,60,0.05或6度,25.0,1995.0,,,0,否,否,非收费,,,,,0.715,0.715,0.715,山岭,2,尚志市公路事业发展中心, ,S223,是,
G333,230183,三合—莫力达瓦旗,K539+150,亚布力镇,539.15,540.948,1.798,13,三级,否,2.0,11,沥青混凝土,12.0,9.0,11,40,<0.05或6度以下,25.0,1995.0,2022.0,,0,否,否,非收费,,,,,1.798,1.798,1.798,山岭,7,尚志市公路事业发展中心, ,S223,是,
G333,230183,三合—莫力达瓦旗,亚布力镇,民主出点,540.948,543.119,2.171,13,三级,否,2.0,12,水泥混凝土,7.0,7.0,22,40,0.05或6度,25.0,1985.0,,,0,否,否,非收费,,,,,2.171,2.138,1.736,微丘,0,尚志市公路事业发展中心, ,Y809230183,否,
G333,230183,三合—莫力达瓦旗,民主出点,民主入点,543.119,543.862,0.743,13,三级,否,2.0,12,水泥混凝土,11.0,10.0,22,40,0.05或6度,25.0,1985.0,,,0,否,否,非收费,,,,,0.743,0.732,0.594,微丘,0,尚志市公路事业发展中心, ,Y809230183,否,
G333,230183,三合—莫力达瓦旗,民主入点,[光辉村入点],543.862,547.952,4.09,14,四级,否,1.0,11,沥青混凝土,6.0,4.5,12,40,0.05或6度,25.0,1985.0,,,0,否,否,非收费,,,,,4.09,4.029,3.272,微丘,14,尚志市公路事业发展中心, ,Y027230183,否,
G333,230183,三合—莫力达瓦旗,[光辉村入点],[平安村入点],547.952,562.243,14.291,14,四级,否,1.0,11,沥青混凝土,6.0,4.5,12,60,0.05或6度,25.0,2007.0,,,0,否,否,非收费,,,,,14.291,14.077,11.432,山岭,46,尚志市公路事业发展中心, ,Y027230183,否,
G333,230183,三合—莫力达瓦旗,[平安村入点],致富,562.243,582.16,19.917,14,四级,否,1.0,11,沥青混凝土,6.0,4.5,12,40,0.05或6度,25.0,1985.0,,,0,否,否,非收费,,,,,19.917,19.618,15.933,微丘,41,尚志市公路事业发展中心, ,Y027230183,否,
G333,230183,三合—莫力达瓦旗,致富,森工养护界,582.16,583.456,1.296,30,等外,否,,36,无路面,5.0,0.0,0,0,<0.05或6度以下,25.0,1969.0,,,0,否,否,非收费,,,,,1.296,1.277,1.036,微丘,4,尚志市公路事业发展中心, ,C459230183,否,
G333,230183,三合—莫力达瓦旗,森工养护界,C887230183,583.456,584.211,0.755,14,四级,否,1.0,31,砂石路面,4.5,3.5,0,30,<0.05或6度以下,25.0,1988.0,,,0,否,否,非收费,,,,,0.755,0.755,0.589,山岭,3,尚志市公路事业发展中心, ,C906230183,否,
G333,230183,三合—莫力达瓦旗,C887230183,尚志/延寿界,584.211,585.52,1.309,14,四级,否,1.0,31,砂石路面,4.5,3.5,0,20,<0.05或6度以下,25.0,1988.0,,,0,否,否,非收费,,,,,1.309,1.309,1.021,山岭,1,尚志市公路事业发展中心, ,C906230183,否,
G333,230129,三合—莫力达瓦旗,尚志/延寿界,长征,585.52,593.896,8.376,14,四级,否,1.0,31,砂石路面,4.5,3.5,0,30,<0.05或6度以下,10.0,1978.0,2005.0,,0,否,否,非收费,,,,,8.376,8.376,6.533,山岭,6,延寿县公路事业发展中心, ,C873230129,否,
G333,230129,三合—莫力达瓦旗,长征,二龙桥,593.896,608.482,14.586,14,四级,否,2.0,31,砂石路面,6.5,6.0,0,30,<0.05或6度以下,15.0,1983.0,,,0,否,否,非收费,,,,,14.586,14.367,7.888,微丘,20,延寿县公路事业发展中心, ,C032230129,否,
G333,230129,三合—莫力达瓦旗,二龙桥,长志,608.482,610.731,2.249,14,四级,否,2.0,31,砂石路面,6.5,6.0,0,20,<0.05或6度以下,15.0,1983.0,,,0,否,否,非收费,,,,,2.249,2.215,0.0,微丘,4,延寿县公路事业发展中心, ,C032230129,否,
G333,230129,三合—莫力达瓦旗,长志,民志村,610.731,613.27,2.539,14,四级,否,1.0,12,水泥混凝土,6.5,4.5,22,30,<0.05或6度以下,15.0,1979.0,2007.0,,0,否,否,非收费,,,,,2.539,2.501,1.335,微丘,4,延寿县公路事业发展中心, ,C025230129,否,
G333,230129,三合—莫力达瓦旗,民志村,寿山乡出点,613.27,622.139,8.869,13,三级,否,2.0,31,砂石路面,8.5,7.0,0,30,<0.05或6度以下,25.0,1998.0,,,0,否,否,非收费,,,,,8.869,8.736,8.736,微丘,15,延寿县公路事业发展中心, ,Y008230129,否,
G333,230129,三合—莫力达瓦旗,寿山乡出点,西南环入口,622.139,626.156,4.017,13,三级,否,2.0,12,水泥混凝土,7.5,6.5,22,40,<0.05或6度以下,25.0,2004.0,,,0,否,否,非收费,,,,,4.017,3.957,3.957,微丘,7,延寿县公路事业发展中心, ,Y008230129,否,
G333,230129,三合—莫力达瓦旗,西南环入口,城南村入点,626.156,630.305,4.149,13,三级,否,2.0,12,水泥混凝土,8.5,7.0,22,40,<0.05或6度以下,25.0,2004.0,,,0,否,否,非收费,,,,,4.149,4.087,4.087,微丘,5,延寿县公路事业发展中心, ,X160,否,
G333,230129,三合—莫力达瓦旗,城南村入点,东卫东路,630.305,632.791,2.486,13,三级,否,4.0,12,水泥混凝土,23.0,22.0,22,40,<0.05或6度以下,25.0,2004.0,,,0,否,否,非收费,,,,,2.486,2.449,0.0,平原,1,延寿县公路事业发展中心, ,X160,否,
G333,230129,三合—莫力达瓦旗,东卫东路,延中公路起点,632.791,634.247,1.456,13,三级,否,4.0,12,水泥混凝土,18.0,17.0,22,40,<0.05或6度以下,25.0,2004.0,,,0,否,否,非收费,,,,,1.456,1.434,1.434,平原,1,延寿县公路事业发展中心, ,X160,否,
G333,230129,三合—莫力达瓦旗,延中公路起点,宁延公路终点,634.247,635.489,1.242,12,二级,否,2.0,12,水泥混凝土,15.0,12.0,22,60,<0.05或6度以下,50.0,1997.0,2022.0,,0,否,否,非收费,G229,637.005,638.247,否,1.242,1.223,1.223,微丘,0,延寿县公路事业发展中心, ,S203,是,
G333,230129,三合—莫力达瓦旗,宁延公路终点,新村村,635.489,643.822,8.333,13,三级,否,2.0,12,水泥混凝土,7.5,6.5,22,40,<0.05或6度以下,25.0,1987.0,2007.0,,0,否,否,非收费,,,,,8.333,8.208,8.208,微丘,6,延寿县公路事业发展中心, ,Y005230129,否,
G333,230129,三合—莫力达瓦旗,新村村,宾县/延寿界,643.822,657.762,13.94,14,四级,否,2.0,12,水泥混凝土,7.5,6.5,22,40,<0.05或6度以下,25.0,1987.0,2008.0,,0,否,否,非收费,,,,,13.94,13.731,13.731,微丘,28,延寿县公路事业发展中心, ,Y005230129,否,
G333,230125,三合—莫力达瓦旗,宾县/延寿界,宁延公路,657.762,681.888,24.126,13,三级,否,2.0,12,水泥混凝土,7.5,6.0,22,40,0.05或6度,25.0,1987.0,2008.0,,0,否,否,非收费,,,,,24.126,23.764,23.764,微丘,40,宾县农村公路事业发展中心, ,Y005230125,否,
G333,230125,三合—莫力达瓦旗,宁延公路,永丰村,681.888,686.232,4.344,14,四级,否,1.0,12,水泥混凝土,6.0,4.5,22,40,0.05或6度,25.0,1974.0,2007.0,,0,否,否,非收费,,,,,4.344,4.279,4.279,微丘,9,宾县农村公路事业发展中心, ,Y011230125,否,
G333,230125,三合—莫力达瓦旗,永丰村,重复路段终,686.232,696.527,10.295,14,四级,否,1.0,12,水泥混凝土,7.0,4.5,22,40,0.05或6度,25.0,1974.0,2009.0,,0,否,否,非收费,,,,,10.295,10.141,10.141,微丘,9,宾县农村公路事业发展中心, ,Y011230125,否,
G333,230125,三合—莫力达瓦旗,重复路段终,重复路段始,696.527,697.994,1.467,13,三级,否,2.0,11,沥青混凝土,8.5,7.0,10,40,0.05或6度,25.0,1976.0,2019.0,,0,否,否,非收费,G221,596.615,598.082,否,1.467,1.445,1.445,平原,0,宾县国省干线公路事业发展中心, ,G221,是,
G333,230125,三合—莫力达瓦旗,重复路段始,宾县/木兰界,697.994,712.319,14.325,11,一级,否,4.0,11,沥青混凝土,24.5,22.0,12,80,0.05或6度,100.0,2016.0,,,0,否,否,非收费,,,,,14.325,14.11,14.11,微丘,39,宾县国省干线公路事业发展中心, ,近年新建,是,
G333,230127,三合—莫力达瓦旗,宾县/木兰界,京抚公路岔道口,712.319,718.119,5.8,11,一级,否,4.0,11,沥青混凝土,24.5,22.0,12,80,0.05或6度,100.0,2016.0,,,0,否,否,非收费,,,,,5.8,5.713,4.116,微丘,7,木兰县公路事业发展中心, ,近年新建,是,
G333,230127,三合—莫力达瓦旗,京抚公路岔道口,富家屯岔道口,718.119,720.297,2.178,11,一级,否,4.0,11,沥青混凝土,24.5,23.0,12,80,0.05或6度,100.0,2016.0,,,0,否,否,非收费,G102,1484.693,1486.871,否,2.178,2.145,2.02,微丘,0,木兰县公路事业发展中心, ,S101,是,
G333,230127,三合—莫力达瓦旗,富家屯岔道口,庆木公路岔道口,720.297,733.562,13.265,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,10,80,0.05或6度,50.0,2006.0,2019.0,,0,否,否,非收费,G102,1471.428,1484.693,否,13.265,13.066,12.85,平原,0,木兰县公路事业发展中心, ,S101,是,
G333,230127,三合—莫力达瓦旗,庆木公路岔道口,大贵镇,733.562,768.012,34.45,13,三级,否,2.0,12,水泥混凝土,8.5,7.0,22,60,0.05或6度,25.0,1971.0,2004.0,,0,否,否,非收费,,,,,34.45,34.45,34.45,平原,33,木兰县公路事业发展中心, ,X016,否,
G333,230127,三合—莫力达瓦旗,大贵镇,大贵镇1,768.012,769.192,1.18,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,10,60,0.05或6度,50.0,1971.0,2022.0,,0,否,否,非收费,,,,,1.18,1.18,1.18,微丘,1,木兰县公路事业发展中心, ,X016,是,
G333,230127,三合—莫力达瓦旗,大贵镇1,新民镇,769.192,777.081,7.889,13,三级,否,2.0,12,水泥混凝土,8.5,7.0,22,60,0.05或6度,25.0,1971.0,2004.0,,0,否,否,非收费,,,,,7.889,7.889,7.889,平原,12,木兰县公路事业发展中心, ,X016,否,
G333,230127,三合—莫力达瓦旗,新民镇,新民镇1,777.081,778.465,1.384,12,二级,否,2.0,11,沥青混凝土,13.0,10.0,10,60,0.05或6度,50.0,1971.0,2022.0,,0,否,否,非收费,,,,,1.384,1.384,1.384,平原,0,木兰县公路事业发展中心, ,X016,是,
G333,230127,三合—莫力达瓦旗,新民镇1,东兴镇入点,778.465,785.825,7.36,13,三级,否,2.0,12,水泥混凝土,8.5,7.0,22,60,0.05或6度,25.0,1971.0,2004.0,,0,否,否,非收费,,,,,7.36,7.36,7.36,平原,8,木兰县公路事业发展中心, ,X016,否,
G333,230127,三合—莫力达瓦旗,东兴镇入点,东兴镇中心点,785.825,786.628,0.803,12,二级,否,2.0,11,沥青混凝土,11.0,10.0,11,60,0.05或6度,50.0,1971.0,2021.0,,0,否,否,非收费,,,,,0.803,0.803,0.803,平原,0,黑龙江省国道西部工程项目管理有限公司, ,X016,是,
G333,230127,三合—莫力达瓦旗,东兴镇中心点,东兴镇出点,786.628,787.584,0.956,12,二级,否,2.0,11,沥青混凝土,11.0,10.0,11,60,0.05或6度,50.0,1971.0,2021.0,,0,否,否,非收费,,,,,0.956,0.956,0.956,平原,0,黑龙江省国道西部工程项目管理有限公司, ,X016,是,
G333,230127,三合—莫力达瓦旗,东兴镇出点,洼满路起点,787.584,800.169,12.585,13,三级,否,2.0,12,水泥混凝土,7.5,6.5,22,40,0.05或6度,25.0,1971.0,,,0,否,否,非收费,,,,,12.585,12.585,12.51,平原,7,木兰县公路事业发展中心, ,X016,否,
G333,230127,三合—莫力达瓦旗,洼满路起点,庆安/木兰界,800.169,816.966,16.797,13,三级,否,2.0,12,水泥混凝土,7.5,6.5,22,40,0.05或6度,25.0,1971.0,,,0,否,否,非收费,,,,,16.797,16.545,16.45,平原,44,木兰县公路事业发展中心, ,X016,否,
G333,231224,三合—莫力达瓦旗,庆安/木兰界,重复路终,816.966,864.327,47.361,13,三级,否,2.0,12,水泥混凝土,7.5,6.0,22,40,0.05或6度,25.0,1948.0,2001.0,,0,否,否,非收费,,,,,47.361,47.361,47.217,平原,23,庆安县公路事业发展中心, ,X016,否,
G333,231224,三合—莫力达瓦旗,重复路终,庆安,864.327,872.11,7.783,11,一级,否,6.0,11,沥青混凝土,32.0,30.0,12,80,0.05或6度,100.0,2000.0,,,0,否,否,非收费,G222,487.256,495.039,否,7.783,7.783,7.783,平原,0,绥庆养路段, ,G222,是,
G333,231224,三合—莫力达瓦旗,庆安,重复路始,872.11,876.205,4.095,12,二级,否,2.0,12,水泥混凝土,10.5,9.0,22,80,<0.05或6度以下,50.0,1998.0,,,0,否,否,非收费,G222,483.161,487.256,否,4.095,4.095,4.095,平原,0,绥庆养路段, ,G222,是,
G333,231224,三合—莫力达瓦旗,重复路始,绥棱/庆安界,876.205,910.331,34.126,12,二级,否,2.0,11,沥青混凝土,12.0,10.5,10,80,0.05或6度,50.0,2009.0,2022.0,,0,否,否,非收费,,,,,34.126,34.1,34.1,平原,52,黑龙江省国道西部工程项目管理有限公司, ,S225,是,
G333,231226,三合—莫力达瓦旗,绥棱/庆安界,绥棱东门,910.331,937.138,26.807,12,二级,否,2.0,11,沥青混凝土,12.0,10.5,10,80,0.05或6度,50.0,2009.0,2022.0,,0,否,否,非收费,,,,,26.807,26.807,26.807,平原,27,黑龙江省国道西部工程项目管理有限公司, ,S225,是,
G333,231226,三合—莫力达瓦旗,绥棱东门,海伦/绥棱界,937.138,944.267,7.129,12,二级,否,2.0,12,水泥混凝土,12.0,10.5,24,80,0.05或6度,50.0,2009.0,,,0,否,否,非收费,,,,,7.129,7.129,7.129,平原,4,通河养路总段林泉分段, ,S225,是,
G333,231283,三合—莫力达瓦旗,海伦/绥棱界,通河养路段/海伦,944.267,945.877,1.61,12,二级,否,2.0,12,水泥混凝土,12.0,10.5,24,80,0.05或6度,50.0,2009.0,,,0,否,否,非收费,,,,,1.61,1.61,1.61,平原,1,通河养路总段林泉分段, ,S225,是,
G333,231283,三合—莫力达瓦旗,通河养路段/海伦,海伦,945.877,949.6,3.723,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,12,80,0.05或6度,50.0,1998.0,2012.0,,0,否,否,非收费,,,,,3.723,3.723,3.723,平原,2,海伦市公路事业发展中心, ,S202,是,
G333,231283,三合—莫力达瓦旗,海伦,海伦,949.6,973.8,24.2,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,22,80,0.10、0.15或7度,50.0,1998.0,2021.0,,0,否,否,非收费,,,,,24.2,24.2,24.2,平原,12,黑龙江省国道西部工程项目管理有限公司, ,S202,是,
G333,231283,三合—莫力达瓦旗,海伦,海伦/通河养路段,973.8,975.253,1.453,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,12,80,0.05或6度,50.0,2004.0,,,0,否,否,非收费,,,,,1.453,1.453,1.453,平原,1,海伦市公路事业发展中心, ,S202,是,
G333,231283,三合—莫力达瓦旗,海伦/通河养路段,拜泉/海伦界,975.253,1008.887,33.634,12,二级,否,2.0,11,沥青混凝土,12.0,10.5,12,80,0.05或6度,50.0,2009.0,,,0,否,否,非收费,,,,,33.634,32.634,32.634,平原,18,通河养路总段林泉分段, ,S225,是,
G333,230231,三合—莫力达瓦旗,拜泉/海伦界,碾北段/西部公司界,1008.887,1009.368,0.481,12,二级,否,2.0,11,沥青混凝土,12.0,10.5,12,80,0.05或6度,50.0,2009.0,,,0,否,否,非收费,,,,,0.481,0.481,0.481,平原,0,通河养路总段林泉分段, ,S225,是,
G333,230231,三合—莫力达瓦旗,碾北段/西部公司界,重复路段始,1009.368,1015.57,6.202,12,二级,否,2.0,11,沥青混凝土,12.0,10.5,10,80,0.05或6度,50.0,2009.0,2022.0,,0,否,否,非收费,,,,,6.202,6.202,6.202,平原,10,黑龙江省国道西部工程项目管理有限公司, ,S225,是,
G333,230231,三合—莫力达瓦旗,重复路段始,碾北段/西部公司界,1015.57,1019.0,3.43,12,二级,否,2.0,11,沥青混凝土,12.0,10.5,10,80,0.05或6度,50.0,2009.0,2022.0,,0,否,否,非收费,,,,,3.43,3.43,3.43,平原,2,黑龙江省国道西部工程项目管理有限公司, ,S225,是,
G333,230231,三合—莫力达瓦旗,碾北段/西部公司界,重复路段终,1019.0,1047.35,28.35,12,二级,否,2.0,11,沥青混凝土,12.0,10.5,12,80,0.05或6度,50.0,2009.0,,,0,否,否,非收费,,,,,28.35,28.35,28.35,平原,21,通河养路总段林泉分段, ,S225,是,
G333,230231,三合—莫力达瓦旗,重复路段终,田家,1047.35,1053.221,5.871,12,二级,否,2.0,11,沥青混凝土,12.0,10.5,12,80,0.05或6度,50.0,2009.0,,,0,否,否,非收费,,,,,5.871,5.871,5.871,平原,14,通河养路总段林泉分段, ,S225,是,
G333,230231,三合—莫力达瓦旗,田家,拜泉/依安界,1053.221,1093.164,39.943,12,二级,否,2.0,12,水泥混凝土,12.0,9.0,26,80,0.10、0.15或7度,50.0,2005.0,2012.0,,0,否,否,非收费,,,,,39.943,39.943,39.943,平原,15,拜泉县交通事业发展中心, ,X051,是,
G333,230223,三合—莫力达瓦旗,拜泉/依安界,杨大犁东,1093.164,1110.28,17.116,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,9,80,0.10、0.15或7度,50.0,1965.0,2021.0,,0,否,否,非收费,,,,,17.116,17.116,17.116,平原,6,黑龙江省国道西部工程项目管理有限公司, ,X051,是,
G333,230223,三合—莫力达瓦旗,杨大犁东,杨大犁北,1110.28,1111.28,1.0,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,10,80,0.05或6度,50.0,1965.0,2012.0,,0,否,否,非收费,,,,,1.0,1.0,1.0,平原,1,依安县公路事业发展中心, ,X051,是,
G333,230223,三合—莫力达瓦旗,杨大犁北,重复路段始,1111.28,1113.103,1.823,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,9,80,0.10、0.15或7度,50.0,1965.0,2021.0,,0,否,否,非收费,,,,,1.823,1.823,1.823,平原,0,黑龙江省国道西部工程项目管理有限公司, ,X051,是,
G333,230223,三合—莫力达瓦旗,重复路段始,重复路段终,1113.103,1115.537,2.434,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,10,80,<0.05或6度以下,50.0,1965.0,2022.0,,0,否,否,非收费,,,,,2.434,2.434,2.434,平原,2,黑龙江省国道西部工程项目管理有限公司, ,S302,是,
G333,230223,三合—莫力达瓦旗,重复路段终,依安火车道,1115.537,1123.66,8.123,11,一级,否,4.0,11,沥青混凝土,20.0,19.0,12,60,0.05或6度,100.0,1965.0,2022.0,,0,否,否,非收费,,,,,8.123,8.123,8.123,平原,0,依安县公路事业发展中心, ,X008,是,
G333,230223,三合—莫力达瓦旗,依安火车道,依安县标,1123.66,1125.734,2.074,11,一级,否,4.0,11,沥青混凝土,19.5,19.5,10,60,0.05或6度,100.0,1965.0,2022.0,,0,否,否,非收费,,,,,2.074,2.074,2.074,平原,0,依安县公路事业发展中心, ,X052,是,
G333,230223,三合—莫力达瓦旗,依安县标,糖厂,1125.734,1128.364,2.63,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,10,60,0.05或6度,50.0,1965.0,2022.0,,0,否,否,非收费,,,,,2.63,2.63,2.63,平原,1,依安县公路事业发展中心, ,X052,是,
G333,230223,三合—莫力达瓦旗,糖厂,依安/讷河界,1128.364,1152.981,24.617,12,二级,否,2.0,11,沥青混凝土,10.0,8.5,22,60,0.05或6度,50.0,1965.0,2022.0,,0,否,否,非收费,,,,,24.617,24.617,24.617,平原,8,依安县公路事业发展中心, ,X052,是,
