"序号","路线编号","路段简称","来源名称","来源编号","巡查日期","工程部位","病害类型","病害名称","发现时间","路线编号","方向","桩号","车道","位置","灾害长度","单位","自动识别可信度"
1866890473078689801,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+774,2,"115.553397,36.495786",0.558,米,0.99
1866890473082884099,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+777,2,"115.553357,36.495779",0.419,米,0.99
1866890473082884100,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+779,2,"115.553337,36.495775",0.448,米,0.98
1866890473082884101,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+781,2,"115.553317,36.495770",0.41,米,0.98
1866890473082884102,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+782,2,"115.553310,36.495768",0.511,米,0.98
1866890473082884103,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+783,2,"115.553292,36.495766",0.485,米,0.99
1866890473082884104,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+786,2,"115.553264,36.495758",0.795,米,0.96
1866890473087078401,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+788,2,"115.553244,36.495742",1.445,米,0.97
1866890473087078402,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+789,2,"115.553239,36.495737",0.789,米,0.98
1866890473087078403,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+790,2,"115.553220,36.495733",0.491,米,0.97
1866890473087078404,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+794,2,"115.553186,36.495724",0.409,米,0.99
1866890473087078405,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+796,2,"115.553165,36.495719",0.485,米,0.99
1866890473087078406,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+797,2,"115.553145,36.495719",0.956,米,0.99
1866890473087078407,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+798,2,"115.553138,36.495719",0.717,米,0.98
1866890473091272706,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+809,2,"115.553024,36.495691",0.531,米,0.99
1866890473091272707,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+817,2,"115.552924,36.495680",0.297,米,0.97
1866890473091272708,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+820,2,"115.552901,36.495675",0.435,米,0.98
1866890473091272709,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+823,2,"115.552859,36.495668",0.48,米,0.97
1866890473091272710,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+852,2,"115.552550,36.495592",0.214,米,0.99
1866890473091272711,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+885,2,"115.552189,36.495535",0.431,米,0.97
1866890473091272712,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+896,2,"115.552077,36.495500",0.605,米,0.97
1866890473091272713,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+897,2,"115.552069,36.495497",0.661,米,0.98
1866890473095467011,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+900,2,"115.552031,36.495493",0.577,米,0.98
1866890473095467010,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+900,2,"115.552035,36.495494",0.538,米,0.99
1866890473095467012,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+902,2,"115.552009,36.495487",0.4,米,0.99
1866890473095467013,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+905,2,"115.551977,36.495480",0.418,米,0.98
1866890473095467014,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+910,2,"115.551925,36.495470",0.567,米,0.97
1866890473095467015,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+913,2,"115.551896,36.495463",0.414,米,0.99
1866890473095467016,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+915,2,"115.551870,36.495457",0.488,米,0.99
1866890473099661314,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+917,2,"115.551848,36.495455",0.519,米,0.96
1866890473099661315,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+918,2,"115.551835,36.495450",0.908,米,0.98
1866890473099661316,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+923,2,"115.551789,36.495442",0.496,米,0.98
1866890473099661317,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+925,2,"115.551766,36.495437",0.282,米,0.97
1866890473099661318,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+927,2,"115.551746,36.495434",0.599,米,0.97
1866890473099661319,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+929,2,"115.551720,36.495426",0.511,米,0.97
1866890473103855618,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+932,2,"115.551691,36.495423",0.723,米,0.99
1866890473103855619,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+934,2,"115.551662,36.495420",0.54,米,0.99
1866890473103855620,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+935,2,"115.551656,36.495419",0.462,米,0.97
1866890473103855621,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+937,2,"115.551637,36.495412",0.291,米,0.97
1866890473103855622,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+942,2,"115.551583,36.495393",0.206,米,0.97
1866890473103855624,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+944,2,"115.551558,36.495388",0.096,米,0.98
1866890473103855623,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+944,2,"115.551563,36.495389",0.32,米,0.98
1866890473103855625,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+948,2,"115.551509,36.495384",0.667,米,0.98
1866890473108049921,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+953,2,"115.551466,36.495373",0.25,米,0.96
1866890473108049922,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+955,2,"115.551444,36.495370",0.575,米,0.99
1866890473108049923,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+961,2,"115.551379,36.495358",0.333,米,0.97
1866890473108049924,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+965,2,"115.551327,36.495348",0.685,米,0.97
1866890473108049925,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+983,1,"115.551141,36.495305",0.099,米,0.97
1866890473108049926,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+984,1,"115.551122,36.495302",0.343,米,0.99
1866890473108049927,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+988,2,"115.551082,36.495298",0.429,米,0.99
1866890473112244226,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+990,2,"115.551061,36.495295",0.395,米,0.96
1866890473112244227,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+992,2,"115.551036,36.495290",0.267,米,0.96
1866890473112244228,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+998,1,"115.550972,36.495271",0.579,米,0.97
1866890473112244229,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K583+999,1,"115.550963,36.495268",0.5,米,0.98
1866890473112244230,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+002,1,"115.550932,36.495266",0.946,米,0.96
1866890473112244231,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+005,2,"115.550896,36.495282",0.969,米,0.98
1866890473112244232,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+008,2,"115.550866,36.495269",0.376,米,0.98
1866890473116438529,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+009,2,"115.550848,36.495264",0.54,米,0.97
1866890473116438530,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+011,2,"115.550832,36.495257",1.348,米,0.97
1866890473116438531,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+013,2,"115.550812,36.495250",0.855,米,0.97
1866890473116438532,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+014,2,"115.550800,36.495248",0.528,米,0.99
1866890473116438533,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+015,2,"115.550785,36.495245",0.65,米,0.98
1866890473116438534,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+018,2,"115.550755,36.495236",0.525,米,0.99
1866890473116438535,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+019,2,"115.550740,36.495232",0.414,米,0.97
1866890473116438536,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+021,2,"115.550728,36.495230",0.442,米,0.99
1866890473116438538,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+024,2,"115.550688,36.495223",0.739,米,0.99
1866890473116438537,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+024,2,"115.550695,36.495224",0.393,米,0.99
1866890473116438540,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+027,2,"115.550653,36.495214",0.463,米,0.99
1866890473116438539,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+027,2,"115.550657,36.495217",0.526,米,0.98
1866890473116438541,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+031,2,"115.550619,36.495206",0.537,米,0.99
1866890473116438542,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+032,2,"115.550608,36.495207",0.623,米,0.99
1866890473116438543,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+033,2,"115.550594,36.495206",0.442,米,0.99
1866890473116438545,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+038,2,"115.550536,36.495198",0.504,米,0.96
1866890473116438544,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+038,2,"115.550541,36.495195",0.427,米,0.99
1866890473116438546,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+043,2,"115.550483,36.495182",0.333,米,0.99
1866890473116438547,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+047,2,"115.550439,36.495174",0.344,米,0.98
1866890473116438548,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+050,2,"115.550406,36.495166",0.401,米,0.98
1866890473116438549,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+051,2,"115.550401,36.495165",0.378,米,0.98
1866890473116438550,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+057,2,"115.550329,36.495151",0.256,米,0.97
1866890473116438551,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+060,2,"115.550304,36.495145",0.451,米,0.97
1866890473116438552,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+062,2,"115.550284,36.495140",0.395,米,0.99
1866890473116438553,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+063,2,"115.550266,36.495137",0.267,米,0.99
1866890473116438554,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+066,2,"115.550232,36.495130",0.227,米,0.98
1866890473133215745,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+067,2,"115.550221,36.495128",0.361,米,0.97
1866890473133215746,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+072,2,"115.550176,36.495119",0.216,米,0.97
1866890473133215747,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+078,2,"115.550106,36.495106",0.261,米,0.98
1866890473133215748,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+086,2,"115.550012,36.495112",0.493,米,0.97
1866890473133215749,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+088,2,"115.549985,36.495105",0.282,米,0.98
1866890473133215750,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+106,2,"115.549802,36.495041",0.401,米,0.97
1866890473133215751,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+108,2,"115.549779,36.495038",0.401,米,0.97
1866890473133215752,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+110,2,"115.549760,36.495034",0.33,米,0.98
1866890473133215753,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+115,2,"115.549703,36.495022",0.304,米,0.99
1866890473133215754,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+116,2,"115.549699,36.495022",0.366,米,0.99
1866890473133215756,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+117,2,"115.549681,36.495017",0.309,米,0.98
1866890473133215755,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+117,2,"115.549683,36.495030",1.747,米,0.96
1866890473133215757,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+169,2,"115.549114,36.494925",0.252,米,0.98
1866890473137410049,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+171,2,"115.549090,36.494921",0.23,米,0.98
1866890473137410050,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+173,2,"115.549072,36.494917",0.228,米,0.98
1866890473137410051,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+179,2,"115.549023,36.494872",0.206,米,0.97
1866890473137410052,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+180,2,"115.549006,36.494871",0.399,米,0.98
1866890473137410053,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+182,2,"115.548988,36.494868",0.359,米,0.99
1866890473137410054,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+184,2,"115.548963,36.494862",0.314,米,0.99
1866890473141604354,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+186,2,"115.548943,36.494856",0.281,米,0.99
1866890473141604355,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+187,2,"115.548926,36.494852",0.321,米,0.99
1866890473141604356,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+190,2,"115.548900,36.494847",0.237,米,0.99
1866890473141604357,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+197,1,"115.548833,36.494800",1.269,米,0.98
1866890473141604358,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+237,2,"115.548405,36.494705",0.095,米,0.99
1866890473141604359,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+241,2,"115.548368,36.494694",0.236,米,0.97
1866890473141604360,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+245,2,"115.548324,36.494682",0.31,米,0.97
1866890473145798658,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+415,2,"115.546648,36.493964",0.804,米,0.96
1866890473145798659,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+449,2,"115.546342,36.493789",0.7,米,0.98
1866890473145798660,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+450,2,"115.546327,36.493782",0.357,米,0.98
1866890473145798661,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+484,2,"115.546009,36.493627",0.684,米,0.96
1866890473145798662,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+489,2,"115.545963,36.493602",0.177,米,0.99
1866890473145798663,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+498,2,"115.545897,36.493537",0.24,米,0.99
1866890473145798664,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+517,2,"115.545724,36.493432",1.171,米,0.98
1866890473145798665,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+533,2,"115.545553,36.493374",0.293,米,0.97
1866890473145798666,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+535,2,"115.545537,36.493363",0.371,米,0.99
1866890473149992962,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+537,2,"115.545519,36.493348",0.267,米,0.99
1866890473149992963,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+547,2,"115.545443,36.493283",0.286,米,0.98
1866890473149992964,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+554,2,"115.545380,36.493252",0.253,米,0.98
1866890473149992965,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+574,2,"115.545192,36.493150",0.314,米,0.97
1866890473149992966,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+592,2,"115.545023,36.493060",0.132,米,0.97
1866890473149992967,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+594,2,"115.545005,36.493051",0.275,米,0.98
1866890473149992968,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+596,2,"115.544990,36.493043",0.315,米,0.98
1866890473154187266,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K584+598,2,"115.544971,36.493033",0.303,米,0.99
